book_names,book_urls,author_name,avg_rating,no_of_ratings,img_src,my_rating,no_of_pages,image_name
"The Sea of Monsters (Percy Jackson and the Olympians, #2)",https://www.goodreads.com/book/show/28186.The_Sea_of_Monsters,Rick Riordan,4.24,1311688,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400602661i/28186._SX50_.jpg,0.0,279.0,cover_110.png
It,https://www.goodreads.com/book/show/830502.It,Stephen King,4.24,1222355,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334416842i/830502._SY75_.jpg,0.0,1184.0,cover_111.png
Where the Wild Things Are,https://www.goodreads.com/book/show/19543.Where_the_Wild_Things_Are,Maurice Sendak,4.25,1041302,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384434560i/19543._SX50_.jpg,0.0,38.0,cover_112.png
"Throne of Glass (Throne of Glass, #1)",https://www.goodreads.com/book/show/16034235-throne-of-glass,Sarah J. Maas,4.18,2153646,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419066050i/16034235._SY75_.jpg,0.0,406.0,cover_113.png
Paper Towns,https://www.goodreads.com/book/show/6442769-paper-towns,John Green,3.70,1460856,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349013610i/6442769._SX50_.jpg,0.0,305.0,cover_114.png
Into the Wild,https://www.goodreads.com/book/show/1845.Into_the_Wild,Jon Krakauer,4.02,1161683,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634587789i/1845._SY75_.jpg,4.0,207.0,cover_115.png
A Man Called Ove,https://www.goodreads.com/book/show/18774964-a-man-called-ove,Fredrik Backman,4.38,1157765,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405259930i/18774964._SY75_.jpg,4.0,337.0,cover_116.png
"The Cruel Prince (The Folk of the Air, #1)",https://www.goodreads.com/book/show/26032825-the-cruel-prince,Holly Black,4.01,1603800,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574535986i/26032825._SY75_.jpg,0.0,370.0,cover_117.png
Sapiens: A Brief History of Humankind,https://www.goodreads.com/book/show/23692271-sapiens,Yuval Noah Harari,4.34,1193172,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1703329310i/23692271._SY75_.jpg,5.0,512.0,cover_118.png
"The Titan’s Curse (Percy Jackson and the Olympians, #3)",https://www.goodreads.com/book/show/561456.The_Titan_s_Curse,Rick Riordan,4.37,1173491,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361038385i/561456._SY75_.jpg,0.0,352.0,cover_119.png
The Metamorphosis,https://www.goodreads.com/book/show/485894.The_Metamorphosis,Franz Kafka,3.90,1326041,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646444605i/485894._SY75_.jpg,5.0,201.0,cover_120.png
"The Battle of the Labyrinth (Percy Jackson and the Olympians, #4)",https://www.goodreads.com/book/show/2120932.The_Battle_of_the_Labyrinth,Rick Riordan,4.42,1182569,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518607478i/2120932._SX50_.jpg,0.0,361.0,cover_121.png
The Glass Castle,https://www.goodreads.com/book/show/7445.The_Glass_Castle,Jeannette Walls,4.32,1320264,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523542886i/7445._SY75_.jpg,0.0,288.0,cover_122.png
The Love Hypothesis,https://www.goodreads.com/book/show/56732449-the-love-hypothesis,Ali Hazelwood,4.11,1671320,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1747519081i/56732449._SY75_.jpg,0.0,356.0,cover_123.png
"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",https://www.goodreads.com/book/show/29056083-harry-potter-and-the-cursed-child,J.K. Rowling,3.48,1106828,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470082995i/29056083._SY75_.jpg,0.0,343.0,cover_124.png
Little Fires Everywhere,https://www.goodreads.com/book/show/34273236-little-fires-everywhere,Celeste Ng,4.07,1274093,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522684533i/34273236._SY75_.jpg,0.0,338.0,cover_125.png
"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",https://www.goodreads.com/book/show/50659468-a-court-of-mist-and-fury,Sarah J. Maas,4.64,2910861,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1620325671i/50659468._SY75_.jpg,0.0,626.0,cover_126.png
I'm Glad My Mom Died,https://www.goodreads.com/book/show/59364173-i-m-glad-my-mom-died,Jennette McCurdy,4.44,1333291,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1649286799i/59364173._SY75_.jpg,0.0,320.0,cover_127.png
Book Lovers,https://www.goodreads.com/book/show/58690308-book-lovers,Emily Henry,4.11,1428863,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1638867089i/58690308._SY75_.jpg,0.0,377.0,cover_128.png
"The Last Olympian (Percy Jackson and the Olympians, #5)",https://www.goodreads.com/book/show/4556058-the-last-olympian,Rick Riordan,4.55,1110190,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1723393514i/4556058._SY75_.jpg,0.0,381.0,cover_129.png
The Guest List,https://www.goodreads.com/book/show/52656911-the-guest-list,Lucy Foley,3.80,1206088,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1591461181i/52656911._SY75_.jpg,0.0,319.0,cover_130.png
The Invisible Life of Addie LaRue,https://www.goodreads.com/book/show/50623864-the-invisible-life-of-addie-larue,V.E. Schwab,4.17,1373201,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1584633432i/50623864._SY75_.jpg,0.0,448.0,cover_131.png
"Six of Crows (Six of Crows, #1)",https://www.goodreads.com/book/show/23437156-six-of-crows,Leigh Bardugo,4.46,1095834,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1651710803i/23437156._SY75_.jpg,0.0,480.0,cover_132.png
"Wonder (Wonder, #1)",https://www.goodreads.com/book/show/11387515-wonder,R.J. Palacio,4.36,1166066,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545695751i/11387515._SY75_.jpg,0.0,315.0,cover_133.png
Steve Jobs,https://www.goodreads.com/book/show/11084145-steve-jobs,Walter Isaacson,4.15,1327222,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511288482i/11084145._SY75_.jpg,0.0,630.0,cover_134.png
Lessons in Chemistry,https://www.goodreads.com/book/show/58065033-lessons-in-chemistry,Bonnie Garmus,4.28,1659186,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1634748496i/58065033._SY75_.jpg,0.0,390.0,cover_135.png
Circe,https://www.goodreads.com/book/show/35959740-circe,Madeline Miller,4.22,1264202,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565909496i/35959740._SY75_.jpg,0.0,393.0,cover_136.png
Beach Read,https://www.goodreads.com/book/show/52867387-beach-read,Emily Henry,3.98,1491939,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1589881197i/52867387._SX50_.jpg,0.0,358.0,cover_137.png
"Crown of Midnight (Throne of Glass, #2)",https://www.goodreads.com/book/show/76705490-crown-of-midnight,Sarah J. Maas,4.36,1562687,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673566594i/76705490._SY75_.jpg,0.0,420.0,cover_138.png
People We Meet on Vacation,https://www.goodreads.com/book/show/54985743-people-we-meet-on-vacation,Emily Henry,3.85,1466405,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1748450140i/54985743._SY75_.jpg,0.0,364.0,cover_139.png
"The Two Towers (The Lord of the Rings, #2)",https://www.goodreads.com/book/show/61215372-the-two-towers,J.R.R. Tolkien,4.50,1078480,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1654216149i/61215372._SY75_.jpg,5.0,448.0,cover_140.png
"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",https://www.goodreads.com/book/show/6900.Tuesdays_with_Morrie,Mitch Albom,4.20,1146643,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423763749i/6900._SY75_.jpg,5.0,210.0,cover_141.png
Daisy Jones & The Six,https://www.goodreads.com/book/show/40597810-daisy-jones-the-six,Taylor Jenkins Reid,4.20,1757481,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1580255154i/40597810._SY75_.jpg,0.0,368.0,cover_142.png
"Outlander (Outlander, #1)",https://www.goodreads.com/book/show/10964.Outlander,Diana Gabaldon,4.26,1128956,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659086907i/10964._SY75_.jpg,0.0,850.0,cover_143.png
Becoming,https://www.goodreads.com/book/show/38746485-becoming,Michelle Obama,4.44,1155687,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1528206996i/38746485._SY75_.jpg,0.0,426.0,cover_144.png
Happy Place,https://www.goodreads.com/book/show/61718053-happy-place,Emily Henry,3.96,1292512,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1660145160i/61718053._SY75_.jpg,0.0,400.0,cover_145.png
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,https://www.goodreads.com/book/show/28257707-the-subtle-art-of-not-giving-a-f-ck,Mark Manson,3.87,1325213,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1465761302i/28257707._SX50_.jpg,0.0,212.0,cover_146.png
"The Name of the Wind (The Kingkiller Chronicle, #1)",https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind,Patrick Rothfuss,4.52,1046974,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704917687i/186074._SY75_.jpg,0.0,662.0,cover_147.png
We Were Liars,https://www.goodreads.com/book/show/16143347-we-were-liars,E. Lockhart,3.66,1275579,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402749479i/16143347._SY75_.jpg,0.0,242.0,cover_148.png
"The Housemaid (The Housemaid, #1)",https://www.goodreads.com/book/show/60556912-the-housemaid,Freida McFadden,4.30,2453764,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646534743i/60556912._SY75_.jpg,0.0,329.0,cover_149.png
"Allegiant (Divergent, #3)",https://www.goodreads.com/book/show/18710190-allegiant,Veronica Roth,3.60,1118958,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395582745i/18710190._SY75_.jpg,0.0,531.0,cover_150.png
The Bell Jar,https://www.goodreads.com/book/show/6514.The_Bell_Jar,Sylvia Plath,4.05,1142798,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554582218i/6514._SY75_.jpg,4.0,294.0,cover_151.png
"Tomorrow, and Tomorrow, and Tomorrow",https://www.goodreads.com/book/show/58784475-tomorrow-and-tomorrow-and-tomorrow,Gabrielle Zevin,4.13,1235122,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1636978687i/58784475._SY75_.jpg,5.0,401.0,cover_152.png
Malibu Rising,https://www.goodreads.com/book/show/55404546-malibu-rising,Taylor Jenkins Reid,4.03,1215969,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1618293107i/55404546._SY75_.jpg,0.0,369.0,cover_153.png
Ugly Love,https://www.goodreads.com/book/show/17788401-ugly-love,Colleen Hoover,4.00,2198666,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632597571i/17788401._SY75_.jpg,0.0,330.0,cover_154.png
"Red Queen (Red Queen, #1)",https://www.goodreads.com/book/show/22328546-red-queen,Victoria Aveyard,3.99,1127827,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1449778912i/22328546._SY75_.jpg,0.0,388.0,cover_155.png
Hamlet,https://www.goodreads.com/book/show/1420.Hamlet,William Shakespeare,4.02,1016446,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351051208i/1420._SY75_.jpg,0.0,289.0,cover_156.png
Normal People,https://www.goodreads.com/book/show/41057294-normal-people,Sally Rooney,3.81,1736237,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1571423190i/41057294._SY75_.jpg,4.0,273.0,cover_157.png
Matilda,https://www.goodreads.com/book/show/39988.Matilda,Roald Dahl,4.33,1065729,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388793265i/39988._SY75_.jpg,0.0,240.0,cover_158.png
"Anne of Green Gables (Anne of Green Gables, #1)",https://www.goodreads.com/book/show/8127.Anne_of_Green_Gables,L.M. Montgomery,4.32,1074816,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615094578i/8127._SY75_.jpg,0.0,320.0,cover_159.png
"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",https://www.goodreads.com/book/show/50659472-a-court-of-wings-and-ruin,Sarah J. Maas,4.47,2447371,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585623092i/50659472._SX50_.jpg,0.0,699.0,cover_160.png
Bossypants,https://www.goodreads.com/book/show/9418327-bossypants,Tina Fey,3.96,1040015,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481509554i/9418327._SY75_.jpg,0.0,283.0,cover_161.png
"The Host (The Host, #1)",https://www.goodreads.com/book/show/1656001.The_Host,Stephenie Meyer,3.86,1038524,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1318009171i/1656001._SY75_.jpg,0.0,619.0,cover_162.png
"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",https://www.goodreads.com/book/show/40916679-a-good-girl-s-guide-to-murder,Holly Jackson,4.29,1606048,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545494980i/40916679._SY75_.jpg,0.0,433.0,cover_163.png
"Red, White & Royal Blue",https://www.goodreads.com/book/show/41150487-red-white-royal-blue,Casey McQuiston,4.06,1172807,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1566742512i/41150487._SY75_.jpg,0.0,448.0,cover_164.png
One Hundred Years of Solitude,https://www.goodreads.com/book/show/320.One_Hundred_Years_of_Solitude,Gabriel García Márquez,4.12,1064779,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327881361i/320._SX50_.jpg,5.0,417.0,cover_165.png
Sharp Objects,https://www.goodreads.com/book/show/18045891-sharp-objects,Gillian Flynn,4.01,1172762,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475695315i/18045891._SY75_.jpg,0.0,254.0,cover_166.png
"Shatter Me (Shatter Me, #1)",https://www.goodreads.com/book/show/10429045-shatter-me,Tahereh Mafi,3.84,1135900,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310649047i/10429045._SY75_.jpg,0.0,338.0,cover_167.png
November 9,https://www.goodreads.com/book/show/25111004-november-9,Colleen Hoover,4.11,1272039,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1447138036i/25111004._SY75_.jpg,0.0,310.0,cover_168.png
How to Win Friends & Influence People,https://www.goodreads.com/book/show/4865.How_to_Win_Friends_Influence_People,Dale Carnegie,4.22,1105509,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442726934i/4865._SX50_.jpg,0.0,288.0,cover_169.png
Funny Story,https://www.goodreads.com/book/show/194802722-funny-story,Emily Henry,4.20,1083501,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1691777485i/194802722._SY75_.jpg,0.0,400.0,cover_170.png
"It Starts with Us (It Ends with Us, #2)",https://www.goodreads.com/book/show/60393672-it-starts-with-us,Colleen Hoover,3.85,2006651,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644605295i/60393672._SY75_.jpg,0.0,324.0,cover_171.png
"Queen of Shadows (Throne of Glass, #4)",https://www.goodreads.com/book/show/76707900-queen-of-shadows,Sarah J. Maas,4.62,1236784,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673566810i/76707900._SY75_.jpg,0.0,648.0,cover_172.png
Crime and Punishment,https://www.goodreads.com/book/show/7144.Crime_and_Punishment,Fyodor Dostoevsky,4.28,1016897,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382846449i/7144._SY75_.jpg,5.0,671.0,cover_173.png
Reminders of Him,https://www.goodreads.com/book/show/58341222-reminders-of-him,Colleen Hoover,4.34,1487988,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1627673942i/58341222._SX50_.jpg,0.0,335.0,cover_174.png
"Heir of Fire (Throne of Glass, #3)",https://www.goodreads.com/book/show/76706470-heir-of-fire,Sarah J. Maas,4.45,1379426,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673566654i/76706470._SY75_.jpg,0.0,576.0,cover_175.png
"The Tattooist of Auschwitz (The Tattooist of Auschwitz, #1)",https://www.goodreads.com/book/show/38359036-the-tattooist-of-auschwitz,Heather Morris,4.31,1112091,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1525962117i/38359036._SY75_.jpg,0.0,272.0,cover_176.png
The Night Circus,https://www.goodreads.com/book/show/9361589-the-night-circus,Erin Morgenstern,4.00,1064013,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387124618i/9361589._SY75_.jpg,0.0,506.0,cover_177.png
Big Little Lies,https://www.goodreads.com/book/show/33516773-big-little-lies,Liane Moriarty,4.31,1084565,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559835163i/33516773._SY75_.jpg,0.0,460.0,cover_178.png
"The Housemaid's Secret (The Housemaid, #2)",https://www.goodreads.com/book/show/62848145-the-housemaid-s-secret,Freida McFadden,4.20,1266822,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1664729357i/62848145._SY75_.jpg,0.0,318.0,cover_179.png
"A Court of Silver Flames (A Court of Thorns and Roses, #4)",https://www.goodreads.com/book/show/53138095-a-court-of-silver-flames,Sarah J. Maas,4.46,1861089,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1734440950i/53138095._SY75_.jpg,0.0,757.0,cover_180.png
"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.5)",https://www.goodreads.com/book/show/50659471-a-court-of-frost-and-starlight,Sarah J. Maas,3.72,1921804,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585622963i/50659471._SX50_.jpg,0.0,272.0,cover_181.png
"Iron Flame (The Empyrean, #2)",https://www.goodreads.com/book/show/90202302-iron-flame,Rebecca Yarros,4.37,2238641,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1706724269i/90202302._SY75_.jpg,0.0,623.0,cover_182.png
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,https://www.goodreads.com/book/show/40121378-atomic-habits,James Clear,4.33,1175620,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1655988385i/40121378._SY75_.jpg,0.0,319.0,cover_183.png
Thirteen Reasons Why,https://www.goodreads.com/book/show/29844228-thirteen-reasons-why,Jay Asher,3.84,1011957,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555345043i/29844228._SY75_.jpg,0.0,352.0,cover_184.png
